91,146,78,191,0,1
146,61,191,80,1,2
61,185,80,81,2,3
185,40,81,82,3,4
40,39,82,13,4,5
39,37,13,312,5,6
37,0,312,311,6,7
0,267,311,310,7,8
267,269,310,415,8,9
269,270,415,308,9,10
270,409,308,324,10,11
409,291,324,318,11,12
291,375,318,402,12,13
375,321,402,317,13,14
321,405,317,14,14,15
405,314,14,87,15,16
314,17,87,178,16,17
17,84,178,88,17,18
84,181,88,95,18,19
181,91,95,78,19,0
