10,338,0,1
338,297,1,2
297,332,2,3
332,284,3,4
284,251,4,5
251,389,5,6
389,356,6,7
356,454,7,8
454,323,8,9
323,361,9,10
361,288,10,11
288,397,11,12
397,365,12,13
365,379,13,14
379,378,14,15
378,400,15,16
400,377,16,17
377,152,17,18
152,148,18,19
148,176,19,20
176,149,20,21
149,150,21,22
150,136,22,23
136,172,23,24
172,58,24,25
58,132,25,26
132,93,26,27
93,234,27,28
234,127,28,29
127,162,29,30
162,21,30,31
21,54,31,32
54,103,32,33
103,67,33,34
67,109,34,35
109,10,35,0
